date, pm25, pm10, o3, no2, so2, co
2022/3/13, , 21, 35, 31, , 
2022/3/14, , 19, 15, 29, , 
2022/3/15, , 33, 26, 15, , 
2022/3/16, , 31, 25, 24, , 
2022/3/17, , 43, 33, 18, , 
2022/3/18, , 39, 39, 13, , 
2022/3/19, , 32, 37, 11, , 
2022/3/20, , 21, 30, 25, , 
2022/3/21, , 25, 33, 31, , 
2022/3/22, , 29, 33, 38, , 
2022/3/23, , 37, 40, 38, , 
2022/3/24, , 35, 45, 34, , 
2022/3/25, , 41, 51, 21, , 
2022/3/26, , 39, 45, 28, , 
2022/3/27, , 31, 46, 41, , 
2022/3/28, , 33, 44, 35, , 
2022/3/29, , 33, 32, 32, , 
2022/3/30, , 50, 21, 18, , 
2022/3/31, , 31, 13, 20, , 
2021/10/1, , 15, 35, 18, , 
2021/10/2, , 15, 19, 19, , 
2021/10/3, , 10, , 23, , 
2021/10/4, , 13, , 24, , 
2021/10/5, , 16, , 26, , 
2021/10/6, , 10, , 18, , 
2021/10/7, , 13, , 12, , 
2021/10/8, , 22, , 10, , 
2021/10/9, , 24, , 12, , 
2021/10/10, , 22, , 27, , 
2021/10/11, , 22, , 26, , 
2021/10/12, , 29, , 26, , 
2021/10/13, , 11, , 30, , 
2021/10/14, , 19, , 28, , 
2021/10/15, , 17, , 22, , 
2021/10/16, , 21, , 19, , 
2021/10/17, , 24, , 20, , 
2021/10/18, , 29, , 29, , 
2021/10/19, , 15, , 34, , 
2021/10/20, , 17, , 23, , 
2021/10/21, , 15, , 26, , 
2021/10/22, , 13, , 22, , 
2021/10/23, , 13, , 13, , 
2021/10/24, , 11, , 28, , 
2021/10/25, , 26, , 31, , 
2021/10/26, , 24, , 22, , 
2021/10/27, , 24, , 19, , 
2021/10/28, , 24, , 18, , 
2021/10/29, , 21, 2, 18, , 
2021/10/30, , 19, 22, 21, , 
2021/10/31, , 17, 24, 26, , 
2021/11/1, , 11, 18, 29, , 
2021/11/2, , 10, 19, 20, , 
2021/11/3, , 12, 20, 23, , 
2021/11/4, , 9, 17, 27, , 
2021/11/5, , 15, 15, 19, , 
2021/11/6, , 22, 23, 18, , 
2021/11/7, , 10, 19, 25, , 
2021/11/8, , 17, 17, 18, , 
2021/11/9, , 17, 1, 23, , 
2021/11/10, , 29, 1, 22, , 
2021/11/11, , 42, , 15, , 
2021/11/12, , 20, 12, 21, , 
2021/11/13, , 17, 14, 13, , 
2021/11/14, , 15, 9, 12, , 
2021/11/15, , 16, 4, 19, , 
2021/11/16, , 18, 5, 19, , 
2021/11/17, , 12, 11, 24, , 
2021/11/18, , 17, 7, 24, , 
2021/11/19, , 23, 14, 18, , 
2021/11/20, , 16, 11, 15, , 
2021/11/21, , 14, 15, 15, , 
2021/11/22, , 12, 11, 14, , 
2021/11/23, , 14, 7, 14, , 
2021/11/24, , 18, 3, 19, , 
2021/11/25, , 21, 5, 20, , 
2021/11/26, , 21, 16, 21, , 
2021/11/27, , 6, 20, 24, , 
2021/11/28, , 13, 19, 23, , 
2021/11/29, , 16, 25, 14, , 
2021/11/30, , 5, 25, 18, , 
2021/12/1, , 9, 23, 24, , 
2021/12/2, , 15, 18, 27, , 
2021/12/3, , 23, 25, 18, , 
2021/12/4, , 8, 25, 19, , 
2021/12/5, , 9, 8, 28, , 
2021/12/6, , 21, 17, 27, , 
2021/12/7, , 13, 11, 29, , 
2021/12/8, , 27, 19, 31, , 
2021/12/9, , 14, 21, 25, , 
2021/12/10, , 19, 23, 19, , 
2021/12/11, , 15, 16, 22, , 
2021/12/12, , 22, 19, 26, , 
2021/12/13, , 14, 6, 23, , 
2021/12/14, , 24, 7, 19, , 
2021/12/15, , 18, 10, 23, , 
2021/12/16, , 16, 12, 22, , 
2021/12/17, , 25, 8, 18, , 
2021/12/18, , 23, 9, 17, , 
2021/12/19, , 20, 11, 25, , 
2021/12/20, , 24, 8, 19, , 
2021/12/21, , 21, 8, 20, , 
2021/12/22, , 27, 25, 30, , 
2021/12/23, , 42, 27, 13, , 
2021/12/24, , 9, 20, 18, , 
2021/12/25, , 8, 9, 12, , 
2021/12/26, , 9, 5, 17, , 
2021/12/27, , 17, 28, 21, , 
2021/12/28, , 7, 27, 20, , 
2021/12/29, , 11, 18, 14, , 
2021/12/30, , 7, 18, 19, , 
2021/12/31, , 15, 16, 18, , 
2022/1/1, , 19, 21, 21, , 
2022/1/2, , 10, 27, 15, , 
2021/7/1, , 16, 37, 26, , 
2021/7/2, , 17, 45, 22, , 
2021/7/3, , 16, 33, 16, , 
2021/7/4, , 12, 25, 26, , 
2021/7/5, , 10, 34, 20, , 
2021/7/6, , 14, 24, 20, , 
2021/7/7, , 12, 26, 22, , 
2021/7/8, , 20, 25, 25, , 
2021/7/9, , 12, 38, 13, , 
2021/7/10, , 14, 30, 14, , 
2021/7/11, , 7, 34, 14, , 
2021/7/12, , 10, 22, 24, , 
2021/7/13, , 17, 20, 25, , 
2021/7/14, , 15, 22, 26, , 
2021/7/15, , 11, 39, 26, , 
2021/7/16, , 11, 23, 23, , 
2021/7/17, , 28, 30, 20, , 
2021/7/18, , 18, 31, 20, , 
2021/7/19, , 17, 40, 27, , 
2021/7/20, , 24, 48, 29, , 
2021/7/21, , 23, 55, 29, , 
2021/7/22, , 26, 63, 26, , 
2021/7/23, , 26, 47, 24, , 
2021/7/24, , 26, 38, 16, , 
2021/7/25, , 11, 41, 23, , 
2021/7/26, , 16, 39, 21, , 
2021/7/27, , 14, 24, 30, , 
2021/7/28, , 16, 36, 32, , 
2021/7/29, , 19, 42, 33, , 
2021/7/30, , 23, 29, 23, , 
2021/7/31, , 13, 29, 17, , 
2021/8/1, , 10, 31, 24, , 
2021/8/2, , 12, 30, 24, , 
2021/8/3, , 13, 26, 20, , 
2021/8/4, , 10, 27, 28, , 
2021/8/5, , 12, 30, 25, , 
2021/8/6, , 13, 33, 16, , 
2021/8/7, , 13, 23, 17, , 
2021/8/8, , 7, 30, 20, , 
2021/8/9, , 13, 35, 29, , 
2021/8/10, , 20, 38, 32, , 
2021/8/11, , 23, 57, 28, , 
2021/8/12, , 29, 44, 34, , 
2021/8/13, , 27, 54, 24, , 
2021/8/14, , 27, 52, 21, , 
2021/8/15, , 28, 27, 24, , 
2021/8/16, , 20, 31, 21, , 
2021/8/17, , 9, 27, 25, , 
2021/8/18, , 15, 29, 21, , 
2021/8/19, , 11, 36, 24, , 
2021/8/20, , 16, 40, 24, , 
2021/8/21, , 18, 32, 19, , 
2021/8/22, , 15, 28, 21, , 
2021/8/23, , 10, 25, 13, , 
2021/8/24, , 10, 36, 12, , 
2021/8/25, , 11, 28, 27, , 
2021/8/26, , 19, 23, 22, , 
2021/8/27, , 10, 19, 19, , 
2021/8/28, , 9, 22, 18, , 
2021/8/29, , 7, 17, 22, , 
2021/8/30, , 10, 29, 26, , 
2021/8/31, , 16, 33, 19, , 
2021/9/1, , 16, 34, 15, , 
2021/9/2, , 14, 33, 18, , 
2021/9/3, , 17, 38, 21, , 
2021/9/4, , 21, 41, 20, , 
2021/9/5, , 19, 40, 25, , 
2021/9/6, , 23, 41, 22, , 
2021/9/7, , 22, 36, 17, , 
2021/9/8, , 21, 44, 38, , 
2021/9/9, , 24, 48, 33, , 
2021/9/10, , 26, 30, 28, , 
2021/9/11, , 18, 34, 19, , 
2021/9/12, , 13, 36, 22, , 
2021/9/13, , 17, 35, 21, , 
2021/9/14, , 18, 23, 26, , 
2021/9/15, , 27, 20, 26, , 
2021/9/16, , 18, 29, 28, , 
2021/9/17, , 14, 31, 24, , 
2021/9/18, , 15, 28, 13, , 
2021/9/19, , 16, 24, 16, , 
2021/9/20, , 10, 25, 23, , 
2021/9/21, , 16, 29, 26, , 
2021/9/22, , 19, 27, 25, , 
2021/9/23, , 15, 36, 32, , 
2021/9/24, , 21, 37, 23, , 
2021/9/25, , 17, 35, 21, , 
2021/9/26, , 22, 31, 32, , 
2021/9/27, , 22, 22, 20, , 
2021/9/28, , 15, 27, 26, , 
2021/9/29, , 14, 25, 23, , 
2021/9/30, , 12, 18, 22, , 
2021/4/1, , 33, 30, 13, , 
2021/4/2, , 30, 32, 16, , 
2021/4/3, , 11, 36, 19, , 
2021/4/4, , 16, 37, 11, , 
2021/4/5, , 13, 27, 20, , 
2021/4/6, , 14, 29, 19, , 
2021/4/7, , 13, 27, 25, , 
2021/4/8, , 23, 37, 33, , 
2021/4/9, , 23, 41, 24, , 
2021/4/10, , 21, 38, 23, , 
2021/4/11, , 14, 26, 22, , 
2021/4/12, , 15, 29, 26, , 
2021/4/13, , 17, 30, 23, , 
2021/4/14, , 20, 33, 25, , 
2021/4/15, , 22, 30, 19, , 
2021/4/16, , 15, 30, 22, , 
2021/4/17, , 22, 24, 17, , 
2021/4/18, , 22, 27, 24, , 
2021/4/19, , 26, 29, 27, , 
2021/4/20, , 29, 38, 27, , 
2021/4/21, , 25, 37, 31, , 
2021/4/22, , 27, 38, 31, , 
2021/4/23, , 23, 43, 32, , 
2021/4/24, , 26, 40, 21, , 
2021/4/25, , 23, 40, 13, , 
2021/4/26, , 16, 39, 13, , 
2021/4/27, , 20, 45, 21, , 
2021/4/28, , 27, 36, 31, , 
2021/4/29, , 22, 35, 17, , 
2021/4/30, , 23, 28, 13, , 
2021/5/1, , 20, 35, 16, , 
2021/5/2, , 12, 38, 32, , 
2021/5/3, , 16, 38, 28, , 
2021/5/4, , 16, 34, 25, , 
2021/5/5, , 13, 31, 28, , 
2021/5/6, , 15, 30, 26, , 
2021/5/7, , 11, 38, 22, , 
2021/5/8, , 12, 39, 13, , 
2021/5/9, , 10, 37, 32, , 
2021/5/10, , 19, 33, 23, , 
2021/5/11, , 21, 29, 25, , 
2021/5/12, , 12, 27, 19, , 
2021/5/13, , 11, 32, 29, , 
2021/5/14, , 10, 34, 18, , 
2021/5/15, , 10, 34, 15, , 
2021/5/16, , 7, 27, 22, , 
2021/5/17, , 10, 28, 25, , 
2021/5/18, , 10, 30, 28, , 
2021/5/19, , 14, 31, 29, , 
2021/5/20, , 13, 30, 33, , 
2021/5/21, , 17, 36, 20, , 
2021/5/22, , 9, 32, 21, , 
2021/5/23, , 9, 26, 15, , 
2021/5/24, , 10, 31, 22, , 
2021/5/25, , 12, 29, 27, , 
2021/5/26, , 16, 32, 28, , 
2021/5/27, , 11, 34, 25, , 
2021/5/28, , 15, 38, 18, , 
2021/5/29, , 11, 38, 17, , 
2021/5/30, , 14, 39, 13, , 
2021/5/31, , 12, 43, 15, , 
2021/6/1, , 14, 52, 38, , 
2021/6/2, , 21, 59, 26, , 
2021/6/3, , 24, 46, 32, , 
2021/6/4, , 25, 40, 20, , 
2021/6/5, , 15, 32, 16, , 
2021/6/6, , 8, 40, 19, , 
2021/6/7, , 11, 47, 23, , 
2021/6/8, , 21, 40, 30, , 
2021/6/9, , 26, 45, 24, , 
2021/6/10, , 20, 46, 34, , 
2021/6/11, , 19, 47, 29, , 
2021/6/12, , 22, 38, 19, , 
2021/6/13, , 15, 40, 16, , 
2021/6/14, , 14, 44, 36, , 
2021/6/15, , 21, 49, 25, , 
2021/6/16, , 21, 62, 41, , 
2021/6/17, , 25, 72, 44, , 
2021/6/18, , 32, 68, 25, , 
2021/6/19, , 31, 41, 14, , 
2021/6/20, , 35, 46, 27, , 
2021/6/21, , 26, 36, 21, , 
2021/6/22, , 17, 40, 16, , 
2021/6/23, , 15, 38, 31, , 
2021/6/24, , 14, 29, 25, , 
2021/6/25, , 12, 39, 12, , 
2021/6/26, , 13, 42, 11, , 
2021/6/27, , 9, 44, 17, , 
2021/6/28, , 15, 36, 20, , 
2021/6/29, , 13, 27, 26, , 
2021/6/30, , 10, 22, 23, , 
2021/1/4, , 33, 10, 23, , 
2021/1/5, , 37, 9, 16, , 
2021/1/6, , 30, 5, 21, , 
2021/1/7, , 18, 14, 23, , 
2021/1/8, , 23, 12, 16, , 
2021/1/9, , 30, 8, 16, , 
2021/1/10, , 26, 4, 25, , 
2021/1/11, , 41, 25, 19, , 
2021/1/12, , 20, 24, 26, , 
2021/1/13, , 14, 22, 24, , 
2021/1/14, , 12, 11, 22, , 
2021/1/15, , 23, 15, 21, , 
2021/1/16, , 30, 14, 23, , 
2021/1/17, , 24, 24, 24, , 
2021/1/18, , 12, 29, 27, , 
2021/1/19, , 19, 23, 38, , 
2021/1/20, , 36, 21, 46, , 
2021/1/21, , 60, 21, 30, , 
2021/1/22, , 33, 21, 20, , 
2021/1/23, , 21, 28, 14, , 
2021/1/24, , 17, 16, 30, , 
2021/1/25, , 23, 26, 21, , 
2021/1/26, , 15, 21, 33, , 
2021/1/27, , 16, 19, 20, , 
2021/1/28, , 11, 27, 15, , 
2021/1/29, , 6, 27, 16, , 
2021/1/30, , 10, 18, 9, , 
2021/1/31, , 14, 22, 19, , 
2021/2/1, , 15, 22, 24, , 
2021/2/2, , 8, 30, 20, , 
2021/2/3, , 10, 28, 23, , 
2021/2/4, , 21, 13, 26, , 
2021/2/5, , 31, 5, 16, , 
2021/2/6, , 29, 4, 12, , 
2021/2/7, , 21, 24, 27, , 
2021/2/8, , 21, 16, 18, , 
2021/2/9, , 31, 19, 19, , 
2021/2/10, , 30, 24, 23, , 
2021/2/11, , 19, 26, 14, , 
2021/2/12, , 18, 28, 10, , 
2021/2/13, , 21, 25, 14, , 
2021/2/14, , 29, 21, 32, , 
2021/2/15, , 68, 21, 34, , 
2021/2/16, , 24, 25, 30, , 
2021/2/17, , 30, 17, 25, , 
2021/2/18, , 25, 18, 27, , 
2021/2/19, , 22, 20, 21, , 
2021/2/20, , 28, 12, 17, , 
2021/2/21, , 32, 5, 17, , 
2021/2/22, , 35, 12, 35, , 
2021/2/23, , 60, 15, 33, , 
2021/2/24, , 74, 15, 37, , 
2021/2/25, , 80, 25, 29, , 
2021/2/26, , 69, 26, 12, , 
2021/2/27, , 21, 27, 12, , 
2021/2/28, , 15, 26, 18, , 
2021/3/1, , 17, 14, 30, , 
2021/3/2, , 41, 15, 38, , 
2021/3/3, , 49, 26, 33, , 
2021/3/4, , 43, 24, 17, , 
2021/3/5, , 18, 28, 10, , 
2021/3/6, , 11, 22, 22, , 
2021/3/7, , 25, 28, 23, , 
2021/3/8, , 27, 25, 23, , 
2021/3/9, , 28, 18, 28, , 
2021/3/10, , 37, 30, 21, , 
2021/3/11, , 16, 29, 20, , 
2021/3/12, , 12, 32, 11, , 
2021/3/13, , 8, 32, 12, , 
2021/3/14, , 5, 21, 22, , 
2021/3/15, , 9, 25, 22, , 
2021/3/16, , 16, 24, 26, , 
2021/3/17, , 16, 24, 26, , 
2021/3/18, , 22, 27, 24, , 
2021/3/19, , 20, 22, 20, , 
2021/3/20, , 19, 25, 15, , 
2021/3/21, , 21, 25, 25, , 
2021/3/22, , 34, 25, 28, , 
2021/3/23, , 38, 28, 36, , 
2021/3/24, , 38, 27, 34, , 
2021/3/25, , 30, 37, 36, , 
2021/3/26, , 34, 32, 20, , 
2021/3/27, , 18, 36, 24, , 
2021/3/28, , 15, 38, 37, , 
2021/3/29, , 28, 37, 33, , 
2021/3/30, , 38, 38, 43, , 
2021/3/31, , 43, 43, 31, , 
2020/10/1, , 20, 21, 15, , 
2020/10/2, , 13, 30, 12, , 
2020/10/3, , 7, 28, 17, , 
2020/10/4, , 8, 18, 27, , 
2020/10/5, , 13, 17, 24, , 
2020/10/6, , 13, 20, 23, , 
2020/10/7, , 12, 22, 26, , 
2020/10/8, , 13, 19, 26, , 
2020/10/9, , 20, 17, 24, , 
2020/10/10, , 16, 23, 19, , 
2020/10/11, , 11, 14, 26, , 
2020/10/12, , 18, 11, 25, , 
2020/10/13, , 20, 15, 25, , 
2020/10/14, , 17, 10, 19, , 
2020/10/15, , 14, 12, 22, , 
2020/10/16, , 13, 15, 21, , 
2020/10/17, , 15, 19, 19, , 
2020/10/18, , 17, 17, 17, , 
2020/10/19, , 17, 5, 25, , 
2020/10/20, , 19, 10, 29, , 
2020/10/21, , 29, 2, 29, , 
2020/10/22, , 31, 19, 26, , 
2020/10/23, , 27, 18, 23, , 
2020/10/24, , 13, 12, 14, , 
2020/10/25, , 13, 20, 21, , 
2020/10/26, , 12, 18, 25, , 
2020/10/27, , 12, 16, 26, , 
2020/10/28, , 13, 21, 24, , 
2020/10/29, , 11, 17, 23, , 
2020/10/30, , 12, 14, 18, , 
2020/10/31, , 17, 11, 23, , 
2020/11/1, , 18, 15, 25, , 
2020/11/2, , 14, 18, 27, , 
2020/11/3, , 18, 20, 18, , 
2020/11/4, , 13, 15, 14, , 
2020/11/5, , 17, 3, 13, , 
2020/11/6, , 21, 3, 12, , 
2020/11/7, , 14, 2, 13, , 
2020/11/8, , 14, 1, 14, , 
2020/11/9, , 22, 1, 14, , 
2020/11/10, , 22, 1, 15, , 
2020/11/11, , 22, 9, 25, , 
2020/11/12, , 19, 13, 30, , 
2020/11/13, , 22, 14, 22, , 
2020/11/14, , 15, 17, 18, , 
2020/11/15, , 18, 20, 25, , 
2020/11/16, , 11, 18, 27, , 
2020/11/17, , 19, 2, 26, , 
2020/11/18, , 28, 20, 28, , 
2020/11/19, , 16, 21, 24, , 
2020/11/20, , 17, 20, 21, , 
2020/11/21, , 15, 10, 25, , 
2020/11/22, , 18, 9, 25, , 
2020/11/23, , 29, 10, 14, , 
2020/11/24, , 19, 3, 17, , 
2020/11/25, , 25, 1, 21, , 
2020/11/26, , 24, 2, 17, , 
2020/11/27, , 21, 11, 13, , 
2020/11/28, , 16, 17, 9, , 
2020/11/29, , 14, 8, 20, , 
2020/11/30, , 24, 2, 24, , 
2020/12/1, , 19, 7, 18, , 
2020/12/2, , 33, 7, 24, , 
2020/12/3, , 38, 5, 27, , 
2020/12/4, , 32, 7, 22, , 
2020/12/5, , 28, 10, 19, , 
2020/12/6, , 21, 15, 24, , 
2020/12/7, , 12, 3, 22, , 
2020/12/8, , 28, 1, 23, , 
2020/12/9, , 26, 2, 19, , 
2020/12/10, , 19, 4, 15, , 
2020/12/11, , 18, 14, 22, , 
2020/12/12, , 13, 12, 16, , 
2020/12/13, , 7, 6, 20, , 
2020/12/14, , 20, 1, 21, , 
2020/12/15, , 32, , 16, , 
2020/12/16, , 28, , 21, , 
2020/12/17, , 32, , 19, , 
2020/12/18, , 27, 1, 14, , 
2020/12/19, , 16, 3, 13, , 
2020/12/20, , 16, 2, 22, , 
2020/12/21, , 16, 19, 15, , 
2020/12/22, , 6, 18, 28, , 
2020/12/23, , 22, 24, 12, , 
2020/12/24, , 8, 20, 11, , 
2020/12/25, , 6, 22, 17, , 
2020/12/26, , 17, 13, 15, , 
2020/12/27, , 15, 16, 27, , 
2020/12/28, , 26, 18, 27, , 
2020/12/29, , 27, 17, 27, , 
2020/12/30, , 38, 15, 17, , 
2020/12/31, , 22, 15, 20, , 
2021/1/1, , 42, 11, 13, , 
2021/1/2, , 28, 9, 16, , 
2021/1/3, , 29, 11, 10, , 
2020/7/1, , 28, 25, 27, , 
2020/7/2, , 12, 30, 29, , 
2020/7/3, , 16, 38, 28, , 
2020/7/4, , 19, 29, 20, , 
2020/7/5, , 13, 29, 24, , 
2020/7/6, , 15, 36, 26, , 
2020/7/7, , 15, 37, 34, , 
2020/7/8, , 22, 34, 39, , 
2020/7/9, , 26, 42, 37, , 
2020/7/10, , 25, 26, 21, , 
2020/7/11, , 11, 36, 9, , 
2020/7/12, , 5, 39, 12, , 
2020/7/13, , 11, 43, 34, , 
2020/7/14, , 22, 40, 36, , 
2020/7/15, , 25, 19, 28, , 
2020/7/16, , 17, 34, 23, , 
2020/7/17, , 14, 34, 25, , 
2020/7/18, , 16, 46, 22, , 
2020/7/19, , 15, 45, 44, , 
2020/7/20, , 22, 42, 41, , 
2020/7/21, , 25, 49, 30, , 
2020/7/22, , 20, 44, 43, , 
2020/7/23, , 28, 44, 36, , 
2020/7/24, , 22, 38, 25, , 
2020/7/25, , 16, 26, 20, , 
2020/7/26, , 14, 31, 22, , 
2020/7/27, , 12, 37, 34, , 
2020/7/28, , 23, 37, 32, , 
2020/7/29, , 19, 54, 39, , 
2020/7/30, , 27, 67, 49, , 
2020/7/31, , 32, 67, 41, , 
2020/8/1, , 33, 40, 22, , 
2020/8/2, , 14, 24, 29, , 
2020/8/3, , 19, 22, 27, , 
2020/8/4, , 14, 31, 13, , 
2020/8/5, , 10, 40, 12, , 
2020/8/6, , 13, 46, 22, , 
2020/8/7, , 21, 55, 30, , 
2020/8/8, , 30, 53, 25, , 
2020/8/9, , 29, 49, 28, , 
2020/8/10, , 30, 55, 27, , 
2020/8/11, , 27, 49, 17, , 
2020/8/12, , 28, 36, 33, , 
2020/8/13, , 24, 38, 30, , 
2020/8/14, , 17, 45, 18, , 
2020/8/15, , 13, 42, 10, , 
2020/8/16, , 12, 37, 32, , 
2020/8/17, , 12, 24, 28, , 
2020/8/18, , 17, 36, 23, , 
2020/8/19, , 11, 40, 26, , 
2020/8/20, , 15, 61, 28, , 
2020/8/21, , 20, 27, 26, , 
2020/8/22, , 15, 28, 19, , 
2020/8/23, , 13, 33, 31, , 
2020/8/24, , 14, 32, 31, , 
2020/8/25, , 16, 32, 24, , 
2020/8/26, , 16, 35, 27, , 
2020/8/27, , 21, 37, 28, , 
2020/8/28, , 19, 20, 20, , 
2020/8/29, , 9, 27, 15, , 
2020/8/30, , 7, 21, 22, , 
2020/8/31, , 9, 25, 21, , 
2020/9/1, , 16, 28, 26, , 
2020/9/2, , 14, 35, 34, , 
2020/9/3, , 16, 33, 32, , 
2020/9/4, , 18, 42, 29, , 
2020/9/5, , 19, 26, 18, , 
2020/9/6, , 19, 18, 20, , 
2020/9/7, , 18, 23, 22, , 
2020/9/8, , 19, 29, 33, , 
2020/9/9, , 21, 29, 25, , 
2020/9/10, , 20, 33, 20, , 
2020/9/11, , 25, 42, 31, , 
2020/9/12, , 26, 43, 19, , 
2020/9/13, , 21, 31, 23, , 
2020/9/14, , 25, 44, 37, , 
2020/9/15, , 31, 56, 41, , 
2020/9/16, , 30, 40, 22, , 
2020/9/17, , 37, 29, 9, , 
2020/9/18, , 13, 27, 15, , 
2020/9/19, , 17, 34, 17, , 
2020/9/20, , 22, 36, 28, , 
2020/9/21, , 25, 36, 31, , 
2020/9/22, , 26, 20, 29, , 
2020/9/23, , 17, 27, 23, , 
2020/9/24, , 15, 24, 29, , 
2020/9/25, , 11, 19, 13, , 
2020/9/26, , 5, 25, 10, , 
2020/9/27, , 3, 7, 21, , 
2020/9/28, , 16, 11, 24, , 
2020/9/29, , 15, 19, 19, , 
2020/9/30, , 20, 14, 26, , 
2020/4/1, , 26, 39, 38, , 
2020/4/2, , 32, 40, 30, , 
2020/4/3, , 31, 39, 16, , 
2020/4/4, , 23, 39, 6, , 
2020/4/5, , 17, 45, 34, , 
2020/4/6, , 27, 51, 27, , 
2020/4/7, , 30, 50, 40, , 
2020/4/8, , 33, 56, 40, , 
2020/4/9, , 31, 59, 22, , 
2020/4/10, , 28, 45, 25, , 
2020/4/11, , 20, 49, 24, , 
2020/4/12, , 22, 47, 11, , 
2020/4/13, , 17, 35, 18, , 
2020/4/14, , 13, 35, 16, , 
2020/4/15, , 20, 44, 43, , 
2020/4/16, , 30, 53, 41, , 
2020/4/17, , 32, 48, 30, , 
2020/4/18, , 37, 42, 9, , 
2020/4/19, , 21, 40, 5, , 
2020/4/20, , 13, 43, 6, , 
2020/4/21, , 14, 40, 9, , 
2020/4/22, , 15, 47, 17, , 
2020/4/23, , 20, 54, 40, , 
2020/4/24, , 29, 57, 20, , 
2020/4/25, , 25, 47, 12, , 
2020/4/26, , 12, 38, 33, , 
2020/4/27, , 22, 37, 31, , 
2020/4/28, , 23, 25, 30, , 
2020/4/29, , 12, 30, 28, , 
2020/4/30, , 13, 30, 16, , 
2020/5/1, , 9, 27, 18, , 
2020/5/2, , 8, 39, 17, , 
2020/5/3, , 8, 25, 32, , 
2020/5/4, , 18, 22, 24, , 
2020/5/5, , 22, 40, 25, , 
2020/5/6, , 13, 41, 34, , 
2020/5/7, , 22, 49, 47, , 
2020/5/8, , 24, 50, 30, , 
2020/5/9, , 27, 38, 16, , 
2020/5/10, , 19, 25, 20, , 
2020/5/11, , 18, 29, 13, , 
2020/5/12, , 5, 23, 17, , 
2020/5/13, , 14, 30, 18, , 
2020/5/14, , 11, 30, 21, , 
2020/5/15, , 15, 42, 15, , 
2020/5/16, , 16, 55, 29, , 
2020/5/17, , 18, 58, 41, , 
2020/5/18, , 23, 51, 42, , 
2020/5/19, , 25, 35, 26, , 
2020/5/20, , 18, 42, 25, , 
2020/5/21, , 18, 44, 40, , 
2020/5/22, , 22, 32, 27, , 
2020/5/23, , 19, 33, 16, , 
2020/5/24, , 9, 31, 29, , 
2020/5/25, , 16, 33, 23, , 
2020/5/26, , 16, 41, 20, , 
2020/5/27, , 15, 32, 25, , 
2020/5/28, , 20, 33, 14, , 
2020/5/29, , 9, 33, 14, , 
2020/5/30, , 12, 38, 11, , 
2020/5/31, , 12, 43, 8, , 
2020/6/1, , 13, 43, 27, , 
2020/6/2, , 23, 48, 43, , 
2020/6/3, , 26, 35, 35, , 
2020/6/4, , 21, 31, 26, , 
2020/6/5, , 13, 20, 16, , 
2020/6/6, , 10, 24, 19, , 
2020/6/7, , 10, 33, 13, , 
2020/6/8, , 6, 23, 16, , 
2020/6/9, , 14, 22, 24, , 
2020/6/10, , 23, 32, 17, , 
2020/6/11, , 12, 43, 15, , 
2020/6/12, , 11, 53, 30, , 
2020/6/13, , 21, 32, 14, , 
2020/6/14, , 11, 29, 29, , 
2020/6/15, , 15, 28, 32, , 
2020/6/16, , 19, 31, 21, , 
2020/6/17, , 19, 33, 29, , 
2020/6/18, , 10, 27, 30, , 
2020/6/19, , 13, 28, 25, , 
2020/6/20, , 13, 38, 26, , 
2020/6/21, , 10, 25, 31, , 
2020/6/22, , 22, 45, 26, , 
2020/6/23, , 18, 46, 24, , 
2020/6/24, , 25, 39, 14, , 
2020/6/25, , 12, 44, 31, , 
2020/6/26, , 23, 42, 28, , 
2020/6/27, , 20, 37, 22, , 
2020/6/28, , 19, 20, 26, , 
2020/6/29, , 14, 31, 32, , 
2020/6/30, , 12, 32, 34, , 
2020/1/1, , 156, 3, 23, , 
2020/1/2, , 41, 18, 29, , 
2020/1/3, , 31, 26, 18, , 
2020/1/4, , 14, 23, 21, , 
2020/1/5, , 18, 9, 30, , 
2020/1/6, , 24, 10, 40, , 
2020/1/7, , 28, 2, 38, , 
2020/1/8, , 43, 13, 44, , 
2020/1/9, , 47, 24, 33, , 
2020/1/10, , 34, 22, 24, , 
2020/1/11, , 31, 11, 26, , 
2020/1/12, , 37, 8, 32, , 
2020/1/13, , 26, 10, 47, , 
2020/1/14, , 37, 18, 42, , 
2020/1/15, , 37, 20, 31, , 
2020/1/16, , 32, 21, 39, , 
2020/1/17, , 39, 20, 30, , 
2020/1/18, , 18, 13, 27, , 
2020/1/19, , 18, 14, 21, , 
2020/1/20, , 20, 12, 18, , 
2020/1/21, , 31, 4, 26, , 
2020/1/22, , 46, 8, 21, , 
2020/1/23, , 37, 5, 33, , 
2020/1/24, , 50, 9, 35, , 
2020/1/25, , 53, 6, 31, , 
2020/1/26, , 56, 20, 36, , 
2020/1/27, , 46, 28, 23, , 
2020/1/28, , 17, 28, 28, , 
2020/1/29, , 20, 23, 35, , 
2020/1/30, , 28, 25, 19, , 
2020/1/31, , 15, 24, 21, , 
2020/2/1, , 15, 27, 11, , 
2020/2/2, , 6, 30, 31, , 
2020/2/3, , 10, 26, 23, , 
2020/2/4, , 16, 26, 27, , 
2020/2/5, , 25, 19, 37, , 
2020/2/6, , 35, 15, 28, , 
2020/2/7, , 37, 17, 35, , 
2020/2/8, , 42, , 33, , 
2020/2/9, , 22, , 15, , 
2020/2/10, , 14, , 19, , 
