date, pm25, pm10, o3, no2, so2, co
2023/11/4, 15, 5, , 10, , 
2023/11/5, 6, 13, , 22, , 
2023/11/6, 28, 12, , 24, , 
2023/11/7, 20, 16, , 24, , 
2023/11/8, 26, 18, , 28, , 
2023/11/9, 33, 14, , 26, , 
2023/11/10, 25, 9, , 17, , 
2023/11/11, 22, 10, , 19, , 
2023/11/12, 21, 11, , 23, , 
2023/11/13, 26, 9, , 22, , 
2023/11/14, 15, 10, , 19, , 
2023/11/15, 20, 12, , 22, , 
2023/11/16, 23, 10, , 23, , 
2023/11/17, 20, 10, , 20, , 
2023/11/18, 22, 7, , 12, , 
2023/11/19, 10, 15, , 23, , 
2023/11/20, 32, 12, , 25, , 
2023/11/21, 30, 12, , 14, , 
2023/11/22, 32, 19, , 18, , 
2023/11/23, 44, 8, , 19, , 
2023/11/24, 12, 11, , 15, , 
2023/11/25, 16, 8, , 17, , 
2023/11/26, 22, 30, , 24, , 
2023/11/27, 38, 10, , 17, , 
2023/11/28, 22, 21, , 26, , 
2023/11/29, 50, 30, , 25, , 
2023/11/30, 45, 18, , 25, , 
2023/12/1, 56, 16, , 17, , 
2023/12/2, 50, 17, , 22, , 
2023/12/3, 54, 27, , 31, , 
2023/12/4, 73, 26, , 34, , 
2023/12/5, 36, 18, , 25, , 
2023/12/6, 31, 20, , 24, , 
2023/12/7, 51, 25, , 28, , 
2023/12/8, 57, 15, , 26, , 
2023/12/9, 28, 9, , 15, , 
2023/12/10, 16, 8, , 20, , 
2023/12/11, 15, 11, , 28, , 
2023/12/12, 26, 13, , 26, , 
2023/12/13, 24, 11, , 24, , 
2023/12/14, 23, 22, , 20, , 
2023/12/15, 44, 27, , 21, , 
2023/12/16, 51, 28, , 25, , 
2023/12/17, 47, 43, , 31, , 
2023/12/18, 56, 42, , 31, , 
2023/12/19, 48, 14, , 17, , 
2023/12/20, 20, 7, , 9, , 
2023/12/21, 5, 6, , 12, , 
2023/12/22, 7, 4, , 5, , 
2023/12/23, 3, 3, , 4, , 
2023/12/24, 3, 5, , 9, , 
2023/12/25, 9, 10, , 17, , 
2023/12/26, 26, 15, , 21, , 
2023/12/27, 41, 15, , 30, , 
2023/12/28, 28, 14, , 21, , 
2023/12/29, 26, 14, , 19, , 
2023/12/30, 29, 13, , 17, , 
2023/12/31, 35, 54, , 11, , 
2023/7/1, 39, 19, , 25, , 
2023/7/2, 35, 16, , 19, , 
2023/7/3, 50, 14, , 24, , 
2023/7/4, 25, 16, , 23, , 
2023/7/5, 32, 19, , 25, , 
2023/7/6, 34, 18, , 19, , 
2023/7/7, 40, 22, , 33, , 
2023/7/8, 53, 20, , 26, , 
2023/7/9, 50, 27, , 37, , 
2023/7/10, 59, 30, , 42, , 
2023/7/11, 61, 20, , 26, , 
2023/7/12, 34, 11, , 28, , 
2023/7/13, 34, 10, , 18, , 
2023/7/14, 35, 17, , 28, , 
2023/7/15, 43, 14, , 21, , 
2023/7/16, 34, 19, , 28, , 
2023/7/17, 45, 26, , 33, , 
2023/7/18, 44, 34, , 36, , 
2023/7/19, 49, 24, , 28, , 
2023/7/20, 33, 26, , 29, , 
2023/7/21, 45, 15, , 26, , 
2023/7/22, 34, 19, , 26, , 
2023/7/23, 40, 18, , 29, , 
2023/7/24, 45, 11, , 23, , 
2023/7/25, 22, 12, , 23, , 
2023/7/26, 27, 13, , 25, , 
2023/7/27, 27, 19, , 26, , 
2023/7/28, 42, 15, , 23, , 
2023/7/29, 30, 11, , 19, , 
2023/7/30, 22, 15, , 26, , 
2023/7/31, 32, 14, , 24, , 
2023/8/1, 29, 13, , 20, , 
2023/8/2, 28, 10, , 21, , 
2023/8/3, 22, 11, , 20, , 
2023/8/4, 21, 15, , 22, , 
2023/8/5, 34, 6, , 12, , 
2023/8/6, 12, 8, , 17, , 
2023/8/7, 18, 12, , 23, , 
2023/8/8, 27, 17, , 25, , 
2023/8/9, 37, 15, , 23, , 
2023/8/10, 35, 16, , 21, , 
2023/8/11, 42, 21, , 26, , 
2023/8/12, 50, 19, , 15, , 
2023/8/13, 46, 11, , 18, , 
2023/8/14, 25, 18, , 20, , 
2023/8/15, 47, 14, , 14, , 
2023/8/16, 35, 19, , 22, , 
2023/8/17, 51, 11, , 16, , 
2023/8/18, 26, 17, , 19, , 
2023/8/19, 44, 19, , 17, , 
2023/8/20, 48, 26, , 38, , 
2023/8/21, 60, 32, , 35, , 
2023/8/22, 64, 25, , 28, , 
2023/8/23, 56, 27, , 16, , 
2023/8/24, 55, 19, , 28, , 
2023/8/25, 33, 14, , 18, , 
2023/8/26, 31, 9, , 22, , 
2023/8/27, 17, 7, , 13, , 
2023/8/28, 13, 8, , 25, , 
2023/8/29, 18, 14, , 25, , 
2023/8/30, 35, 14, , 24, , 
2023/8/31, 30, 16, , 25, , 
2023/9/1, 35, 16, , 23, , 
2023/9/2, 33, 16, , 22, , 
2023/9/3, 36, 14, , 15, , 
2023/9/4, 38, 11, , 11, , 
2023/9/5, 34, 15, , 18, , 
2023/9/6, 42, 19, , 21, , 
2023/9/7, 49, 27, , 29, , 
2023/9/8, 63, 30, , 31, , 
2023/9/9, 72, 27, , 24, , 
2023/9/10, 67, 32, , 41, , 
2023/9/11, 69, 27, , 31, , 
2023/9/12, 59, 22, , 31, , 
2023/9/13, 42, 21, , 19, , 
2023/9/14, 49, 11, , 9, , 
2023/9/15, 33, 15, , 17, , 
2023/9/16, 48, 16, , 19, , 
2023/9/17, 43, 16, , 22, , 
2023/9/18, 38, 12, , 26, , 
2023/9/19, 25, 14, , 17, , 
2023/9/20, 30, 17, , 23, , 
2023/9/21, 36, 12, , 27, , 
2023/9/22, 16, 10, , 23, , 
2023/9/23, 18, 9, , 14, , 
2023/9/24, 20, 14, , 16, , 
2023/9/25, 35, 30, , 26, , 
2023/9/26, 63, 24, , 21, , 
2023/9/27, 50, 25, , 33, , 
2023/9/28, 52, 24, , 33, , 
2023/9/29, 44, 25, , 24, , 
2023/9/30, 54, 25, , 27, , 
2023/4/3, 21, 10, , 12, , 
2023/4/4, 49, 11, , 12, , 
2023/4/5, 50, 19, , 21, , 
2023/4/6, 58, 25, , 32, , 
2023/4/7, 39, 15, , 17, , 
2023/4/8, 56, 20, , 19, , 
2023/4/9, 47, 14, , 11, , 
2023/4/11, 25, 12, , 21, , 
2023/4/12, 25, 11, , 22, , 
2023/4/13, 21, 13, , 25, , 
2023/4/14, 24, 11, , 24, , 
2023/4/15, 36, 12, , 21, , 
2023/4/16, 15, 6, , 14, , 
2023/4/17, 41, 19, , 19, , 
2023/4/18, 41, 16, , 13, , 
2023/4/19, 38, 16, , 18, , 
2023/4/20, 35, 13, , 17, , 
2023/4/21, 35, 15, , 17, , 
2023/4/22, 23, 11, , 26, , 
2023/4/23, 28, 13, , 17, , 
2023/4/24, 13, 9, , 26, , 
2023/4/25, 29, 14, , 28, , 
2023/4/26, 34, 18, , 27, , 
2023/4/27, 41, 21, , 29, , 
2023/4/28, 26, 15, , 27, , 
2023/4/29, 21, 11, , 18, , 
2023/4/30, 28, 10, , 8, , 
2023/5/1, 49, 16, , 19, , 
2023/5/2, 33, 16, , 27, , 
2023/5/3, 46, 20, , 19, , 
2023/5/4, 38, 12, , 12, , 
2023/5/5, 48, 22, , 28, , 
2023/5/6, 34, 15, , 26, , 
2023/5/7, 37, 15, , 15, , 
2023/5/8, 53, 19, , 11, , 
2023/5/9, 40, 15, , 12, , 
2023/5/10, 14, 11, , 25, , 
2023/5/11, 14, 9, , 29, , 
2023/5/12, 36, 13, , 19, , 
2023/5/13, 32, 9, , 11, , 
2023/5/14, 30, 11, , 9, , 
2023/5/15, 33, 14, , 25, , 
2023/5/16, 45, 22, , 25, , 
2023/5/17, 29, 11, , 18, , 
2023/5/18, 34, 12, , 8, , 
2023/5/19, 36, 15, , 10, , 
2023/5/20, 46, 15, , 8, , 
2023/5/21, 46, 14, , 10, , 
2023/5/22, 60, 26, , 31, , 
2023/5/23, 55, 26, , 29, , 
2023/5/24, 33, 15, , 20, , 
2023/5/25, 39, 17, , 13, , 
2023/5/26, 53, 24, , 24, , 
2023/5/27, 48, 27, , 13, , 
2023/5/28, 41, 21, , 14, , 
2023/5/29, 49, 25, , 18, , 
2023/5/30, 47, 19, , 14, , 
2023/5/31, 41, 17, , 11, , 
2023/6/1, 59, 24, , 26, , 
2023/6/2, 56, 26, , 29, , 
2023/6/3, 45, 19, , 8, , 
2023/6/4, 35, 14, , 10, , 
2023/6/5, 50, 18, , 11, , 
2023/6/6, 37, 17, , 29, , 
2023/6/7, 55, 24, , 32, , 
2023/6/8, 55, 23, , 20, , 
2023/6/9, 34, 13, , 16, , 
2023/6/10, 38, 13, , 9, , 
2023/6/11, 35, 12, , 5, , 
2023/6/12, 34, 12, , 8, , 
2023/6/13, 27, 12, , 8, , 
2023/6/14, 41, 17, , 16, , 
2023/6/15, 51, 21, , 25, , 
2023/6/16, 52, 24, , 32, , 
2023/6/17, 52, 24, , 34, , 
2023/6/18, 58, 24, , 21, , 
2023/6/19, 49, 21, , 26, , 
2023/6/20, 33, 18, , 19, , 
2023/6/21, 51, 29, , 31, , 
2023/6/22, 49, 27, , 18, , 
2023/6/23, 28, 16, , 28, , 
2023/6/24, 32, 13, , 22, , 
2023/6/25, 45, 16, , 16, , 
2023/6/26, 54, 24, , 40, , 
2023/6/27, 30, 17, , 28, , 
2023/6/28, 42, 20, , 33, , 
2023/6/29, 49, 18, , 28, , 
2023/6/30, 69, 36, , 35, , 
2023/3/24, 27, 15, 21, 21, , 
2023/3/25, 13, 7, , 10, , 
2023/3/26, 13, 9, , 14, , 
2023/3/27, 12, 10, , 17, , 
2023/3/28, 16, 16, , 28, , 
2023/3/29, 22, 21, , 27, , 
2023/3/30, 40, 28, , 25, , 
2023/3/31, 44, 15, , 23, , 
2025/10/25, , 5, , 8, , 
2024/12/31, , 139, , 24, , 
2024/8/15, , 15, , 19, , 
2024/8/16, , 12, , 15, , 
2024/8/17, , 9, , 13, , 
2024/8/20, , 13, , 19, , 
2024/8/27, , 17, , 21, , 
2024/8/28, , 22, , 21, , 
2024/8/29, , 25, , 24, , 
2024/4/13, , 20, , 24, , 
2024/4/14, , 23, , 23, , 
2024/2/17, , 18, , 17, , 
2024/2/18, , 10, , 15, , 
2024/2/19, , 14, , 20, , 
2024/2/27, , 37, , 16, , 
2024/2/28, , 31, , 13, , 
2024/2/29, , 31, , 21, , 
2024/3/10, , 13, , 24, , 
2024/3/11, , 19, , 20, , 
2024/3/12, , 14, , 21, , 
2024/3/13, , 17, , 20, , 
2024/3/14, , 21, , 23, , 
2024/3/15, , 6, , 12, , 
2024/3/16, , 12, , 17, , 
2024/3/17, , 13, , 22, , 
2024/3/18, , 17, , 18, , 
2023/10/7, , 24, , 21, , 
2023/4/1, , 5, , 9, , 
2023/4/2, , 7, , 10, , 
2023/4/10, , 8, , 10, , 
2023/1/2, , 31, 19, 28, , 
2023/1/3, , 14, 23, 25, , 
2023/1/4, , 12, 28, 16, , 
2023/1/5, , 9, 27, 13, , 
2023/1/6, , 9, 20, 18, , 
2023/1/7, , 13, 15, 19, , 
2023/1/8, , 13, 9, 22, , 
2023/1/9, , 10, 27, 20, , 
2023/1/10, , 14, 23, 21, , 
2023/1/11, , 14, 20, 23, , 
2023/1/12, , 12, 24, 19, , 
2023/1/13, , 10, 28, 17, , 
2023/1/14, , 8, 25, 18, , 
2023/1/15, , 6, 29, 14, , 
2023/1/16, , 11, 28, 21, , 
2023/1/17, , 13, 24, 19, , 
2023/1/18, , 18, 21, 24, , 
2023/1/19, , 33, 18, 26, , 
2023/1/20, , 30, 17, 26, , 
2023/1/21, , 22, 14, 20, , 
2023/1/22, , 18, 14, 19, , 
2023/1/23, , 22, 8, 16, , 
2023/1/24, , 19, 12, 12, , 
2023/1/25, , 10, 15, 12, , 
2023/1/26, , 21, 13, 19, , 
2023/1/27, , 17, 8, 16, , 
2023/1/28, , 18, 9, 14, , 
2023/1/29, , 27, 14, 16, , 
2023/1/30, , 33, 23, 19, , 
2023/1/31, , 32, 24, 19, , 
2023/2/1, , 25, 28, 14, , 
2023/2/2, , 11, 29, 13, , 
2023/2/3, , 10, 27, 12, , 
2023/2/4, , 14, 24, 17, , 
2023/2/5, , 18, 20, 21, , 
2023/2/6, , 25, 19, 20, , 
2023/2/7, , 26, 18, 15, , 
2023/2/8, , 23, 22, 13, , 
2023/2/9, , 42, 21, 29, , 
2023/2/10, , 48, 23, 34, , 
2023/2/11, , 46, 23, 31, , 
2023/2/12, , 34, 22, 17, , 
2023/2/13, , 23, 13, 16, , 
2023/2/14, , 29, 3, 20, , 
2023/2/15, , 35, 2, 21, , 
2023/2/16, , 36, 26, 32, , 
2023/2/17, , 28, 30, 18, , 
2023/2/18, , 15, 27, 10, , 
2023/2/19, , 11, 28, 11, , 
2023/2/20, , 20, 28, 22, , 
2023/2/21, , 27, 28, 30, , 
2023/2/22, , 33, 23, 28, , 
2023/2/23, , 39, 20, 25, , 
2023/2/24, , 38, 24, 22, , 
2023/2/25, , 9, 29, 18, , 
2023/2/26, , 7, 26, 10, , 
2023/2/27, , 16, 26, 9, , 
2023/2/28, , 22, 22, 12, , 
2023/3/1, , 28, 25, 13, , 
2023/3/2, , 40, 19, 17, , 
2023/3/3, , 55, 12, 23, , 
2023/3/4, , 43, 21, 18, , 
2023/3/5, , 28, 24, 18, , 
2023/3/6, , 29, 22, 28, , 
2023/3/7, , 27, 31, 24, , 
2023/3/8, , 23, 30, 18, , 
2023/3/9, , 14, 33, 18, , 
2023/3/10, , 14, 31, 18, , 
2023/3/11, , 10, 33, 15, , 
2023/3/12, , 14, 22, 19, , 
2023/3/13, , 17, 24, 21, , 
2023/3/14, , 13, 29, 18, , 
2023/3/15, , 15, 30, 21, , 
2023/3/16, , 15, 29, 14, , 
2023/3/17, , 23, 13, 18, , 
2023/3/18, , 24, 36, 25, , 
2023/3/19, , 23, 36, 25, , 
2023/3/20, , 19, 26, 23, , 
2023/3/21, , 27, 27, 26, , 
2023/3/22, , 22, 33, 28, , 
2023/3/23, , 24, 29, 28, , 
2022/10/1, , 14, 22, 18, , 
2022/10/2, , 7, 23, 19, , 
2022/10/3, , 12, 17, 17, , 
2022/10/4, , 16, 23, 29, , 
2022/10/5, , 19, 29, 25, , 
2022/10/6, , 20, 17, 20, , 
2022/10/7, , 27, 17, 21, , 
2022/10/8, , 22, 18, 10, , 
2022/10/9, , 11, 16, 21, , 
2022/10/10, , 19, 19, 19, , 
2022/10/11, , 23, 11, 16, , 
2022/10/12, , 33, 13, 20, , 
2022/10/13, , 22, 22, 24, , 
2022/10/14, , 13, 15, 16, , 
2022/10/15, , 11, 20, 20, , 
2022/10/16, , 15, 12, 27, , 
2022/10/17, , 24, 22, 26, , 
2022/10/18, , 26, 19, 16, , 
2022/10/19, , 22, 10, 12, , 
2022/10/20, , 16, 21, 19, , 
2022/10/21, , 19, 21, 22, , 
2022/10/22, , 13, 12, 13, , 
2022/10/23, , 12, 21, 25, , 
2022/10/24, , 18, 24, 26, , 
2022/10/25, , 15, 16, 24, , 
2022/10/26, , 22, 11, 20, , 
2022/10/27, , 21, 10, 27, , 
2022/10/28, , 26, 12, 22, , 
2022/10/29, , 27, 14, 22, , 
2022/10/30, , 31, 9, 18, , 
2022/10/31, , 32, 19, 19, , 
2022/11/1, , 17, 21, 24, , 
2022/11/2, , 16, 6, 16, , 
2022/11/3, , 21, 20, 25, , 
2022/11/4, , 9, 11, 19, , 
2022/11/5, , 13, 13, 12, , 
2022/11/6, , 9, 20, 28, , 
2022/11/7, , 14, 5, 24, , 
2022/11/8, , 18, 15, 28, , 
2022/11/9, , 19, 18, 26, , 
2022/11/10, , 15, 1, 21, , 
2022/11/11, , 25, , 13, , 
2022/11/12, , 25, 5, 12, , 
2022/11/13, , 16, 2, 18, , 
2022/11/14, , 17, 9, 22, , 
2022/11/15, , 19, 9, 24, , 
2022/11/16, , 20, 10, 24, , 
2022/11/17, , 13, 20, 24, , 
2022/11/18, , 8, 20, 19, , 
2022/11/19, , 9, 21, 15, , 
2022/11/20, , 9, 23, 20, , 
2022/11/21, , 9, 13, 27, , 
2022/11/22, , 15, 20, 22, , 
2022/11/23, , 12, 21, 25, , 
2022/11/24, , 14, 12, 27, , 
2022/11/25, , 17, 16, 21, , 
2022/11/26, , 18, 7, 12, , 
2022/11/27, , 11, 3, 18, , 
2022/11/28, , 24, 13, 21, , 
2022/11/29, , 18, 11, 13, , 
2022/11/30, , 20, 6, 16, , 
2022/12/1, , 27, 3, 19, , 
2022/12/2, , 28, 5, 10, , 
2022/12/3, , 14, 2, 12, , 
2022/12/4, , 13, 15, 21, , 
2022/12/5, , 12, 8, 25, , 
2022/12/6, , 24, 8, 21, , 
2022/12/7, , 32, 2, 22, , 
2022/12/8, , 35, 3, 19, , 
2022/12/9, , 29, 9, 18, , 
2022/12/10, , 28, 17, 21, , 
2022/12/11, , 19, 15, 25, , 
2022/12/12, , 39, 10, 20, , 
2022/12/13, , 33, 6, 23, , 
2022/12/14, , 31, 2, 19, , 
2022/12/15, , 32, 10, 24, , 
2022/12/16, , 27, 17, 24, , 
2022/12/17, , 30, 12, 15, , 
2022/12/18, , 23, 4, 28, , 
2022/12/19, , 26, 2, 33, , 
2022/12/20, , 27, 13, 33, , 
2022/12/21, , 22, 23, 21, , 
2022/12/22, , 12, 25, 16, , 
2022/12/23, , 9, 26, 15, , 
2022/12/24, , 14, 15, 14, , 
2022/12/25, , 8, 30, 15, , 
2022/12/26, , 11, 26, 23, , 
2022/12/27, , 18, 15, 23, , 
2022/12/28, , 15, 19, 25, , 
2022/12/29, , 17, 25, 18, , 
2022/12/30, , 10, 24, 20, , 
2022/12/31, , 28, 15, 21, , 
2023/1/1, , 53, , , , 
2022/7/1, , 11, 37, 9, , 
2022/7/2, , 7, 42, 28, , 
2022/7/3, , 15, 44, 31, , 
2022/7/4, , 17, 49, 34, , 
2022/7/5, , 14, 48, 33, , 
2022/7/6, , 19, 35, 29, , 
2022/7/7, , 19, 31, 23, , 
2022/7/8, , 13, 35, 26, , 
2022/7/9, , 15, 29, 17, , 
2022/7/10, , 14, 27, 23, , 
2022/7/11, , 12, 34, 28, , 
2022/7/12, , 12, 47, 27, , 
2022/7/13, , 16, 49, 39, , 
2022/7/14, , 21, 48, 23, , 
2022/7/15, , 19, 45, 25, , 
2022/7/16, , 16, 51, 17, , 
2022/7/17, , 20, 53, 22, , 
2022/7/18, , 16, 46, 15, , 
2022/7/19, , 17, 64, 41, , 
2022/7/20, , 28, 41, 27, , 
2022/7/21, , 27, 56, 17, , 
2022/7/22, , 22, 44, 26, , 
2022/7/23, , 17, 66, 16, , 
2022/7/24, , 19, 48, 32, , 
2022/7/25, , 23, 33, 24, , 
2022/7/26, , 15, 43, 23, , 
2022/7/27, , 18, 45, 11, , 
2022/7/28, , 17, 38, 30, , 
2022/7/29, , 15, 48, 24, , 
2022/7/30, , 16, 45, 23, , 
2022/7/31, , 16, 29, 26, , 
2022/8/1, , 16, 35, 27, , 
2022/8/2, , 13, 46, 20, , 
2022/8/3, , 14, 54, 36, , 
2022/8/4, , 22, 66, 36, , 
2022/8/5, , 26, 36, 12, , 
2022/8/6, , 13, 37, 6, , 
2022/8/7, , 9, 43, 11, , 
2022/8/8, , 11, 42, 13, , 
2022/8/9, , 14, 39, 8, , 
2022/8/10, , 14, 44, 10, , 
2022/8/11, , 15, 39, 11, , 
2022/8/12, , 12, 43, 14, , 
2022/8/13, , 12, 50, 13, , 
2022/8/14, , 15, 46, 16, , 
2022/8/15, , 11, 49, 28, , 
2022/8/16, , 16, 56, 32, , 
2022/8/17, , 23, 52, 21, , 
2022/8/18, , 19, 35, 22, , 
2022/8/19, , 15, 27, 17, , 
2022/8/20, , 15, 39, 19, , 
2022/8/21, , 11, 43, 19, , 
2022/8/22, , 15, 45, 30, , 
2022/8/23, , 28, 40, 19, , 
2022/8/24, , 19, 44, 12, , 
2022/8/25, , 22, 47, 20, , 
2022/8/26, , 26, 45, 21, , 
2022/8/27, , 16, 31, 20, , 
2022/8/28, , 17, 43, 20, , 
2022/8/29, , 16, 45, 20, , 
2022/8/30, , 19, 24, 16, , 
2022/8/31, , 19, 34, 8, , 
2022/9/1, , 13, 37, 8, , 
2022/9/2, , 9, 35, 17, , 
2022/9/3, , 12, 35, 22, , 
2022/9/4, , 11, 38, 23, , 
2022/9/5, , 17, 35, 29, , 
2022/9/6, , 23, 34, 24, , 
2022/9/7, , 19, 31, 27, , 
2022/9/8, , 13, 21, 22, , 
2022/9/9, , 12, 25, 18, , 
2022/9/10, , 10, 24, 17, , 
2022/9/11, , 11, 35, 19, , 
2022/9/12, , 12, 39, 31, , 
2022/9/13, , 17, 26, 27, , 
2022/9/14, , 21, 29, 22, , 
2022/9/15, , 12, 19, 23, , 
2022/9/16, , 18, 23, 18, , 
2022/9/17, , 8, 19, 14, , 
2022/9/18, , 8, 21, 22, , 
2022/9/19, , 12, 23, 23, , 
2022/9/20, , 17, 28, 16, , 
2022/9/21, , 12, 27, 16, , 
2022/9/22, , 11, 29, 27, , 
2022/9/23, , 20, 20, 26, , 
2022/9/24, , 25, 19, 19, , 
2022/9/25, , 17, 25, 24, , 
2022/9/26, , 11, 20, 20, , 
2022/9/27, , 9, 19, 25, , 
2022/9/28, , 9, 17, 20, , 
2022/9/29, , 9, 21, 19, , 
2022/9/30, , 12, 19, 18, , 
2022/4/1, , 7, 29, 16, , 
2022/4/2, , 16, 32, 18, , 
2022/4/3, , 14, 35, 25, , 
2022/4/4, , 22, 34, 23, , 
2022/4/5, , 14, 26, 25, , 
2022/4/6, , 16, 32, 12, , 
2022/4/7, , 10, 29, 19, , 
2022/4/8, , 9, 34, 19, , 
2022/4/9, , 10, 33, 16, , 
2022/4/10, , 13, 37, 16, , 
2022/4/11, , 12, 33, 22, , 
2022/4/12, , 17, 32, 32, , 
2022/4/13, , 30, 48, 39, , 
2022/4/14, , 34, 39, 18, , 
2022/4/15, , 26, 33, 10, , 
2022/4/16, , 7, 37, 6, , 
2022/4/17, , 8, 39, 10, , 
2022/4/18, , 10, 38, 24, , 
2022/4/19, , 17, 40, 11, , 
2022/4/20, , 14, 40, 18, , 
2022/4/21, , 18, 33, 13, , 
2022/4/22, , 18, 27, 6, , 
2022/4/23, , 18, 35, 17, , 
2022/4/24, , 11, 33, 25, , 
2022/4/25, , 17, 29, 31, , 
2022/4/26, , 17, 33, 24, , 
2022/4/27, , 18, 43, 18, , 
2022/4/28, , 15, 43, 23, , 
2022/4/29, , 19, 35, 32, , 
2022/4/30, , 25, 32, 19, , 
2022/5/1, , 27, 37, 21, , 
2022/5/2, , 19, 39, 26, , 
2022/5/3, , 15, 35, 31, , 
2022/5/4, , 19, 43, 23, , 
2022/5/5, , 18, 29, 28, , 
2022/5/6, , 21, 32, 17, , 
2022/5/7, , 18, 35, 12, , 
2022/5/8, , 13, 43, 17, , 
2022/5/9, , 17, 44, 39, , 
2022/5/10, , 22, 44, 36, , 
2022/5/11, , 22, 45, 33, , 
2022/5/12, , 28, 26, 30, , 
2022/5/13, , 26, 46, 28, , 
2022/5/14, , 19, 49, 19, , 
2022/5/15, , 19, 36, 35, , 
2022/5/16, , 22, 38, 28, , 
2022/5/17, , 19, 41, 18, , 
2022/5/18, , 20, 46, 33, , 
2022/5/19, , 21, 42, 36, , 
2022/5/20, , 22, 38, 21, , 
2022/5/21, , 15, 47, 15, , 
2022/5/22, , 10, 34, 14, , 
2022/5/23, , 17, 23, 27, , 
2022/5/24, , 15, 31, 27, , 
2022/5/25, , 12, 36, 21, , 
2022/5/26, , 11, 33, 23, , 
2022/5/27, , 15, 33, 20, , 
2022/5/28, , 11, 33, 20, , 
2022/5/29, , 12, 40, 23, , 
2022/5/30, , 10, 35, 26, , 
2022/5/31, , 16, 35, 32, , 
2022/6/1, , 17, 39, 22, , 
2022/6/2, , 16, 33, 20, , 
2022/6/3, , 18, 39, 20, , 
2022/6/4, , 16, 32, 13, , 
2022/6/5, , 16, 34, 20, , 
2022/6/6, , 10, 25, 27, , 
2022/6/7, , 12, 34, 19, , 
2022/6/8, , 11, 23, 23, , 
2022/6/9, , 12, 38, 27, , 
2022/6/10, , 14, 47, 29, , 
2022/6/11, , 16, 43, 24, , 
2022/6/12, , 13, 42, 29, , 
2022/6/13, , 18, 51, 19, , 
2022/6/14, , 16, 54, 27, , 
2022/6/15, , 19, 60, 25, , 
2022/6/16, , 21, 46, 34, , 
2022/6/17, , 20, 49, 22, , 
2022/6/18, , 18, 62, 19, , 
2022/6/19, , 32, 44, 29, , 
2022/6/20, , 30, 41, 11, , 
2022/6/21, , 11, 31, 26, , 
2022/6/22, , 31, 39, 15, , 
2022/6/23, , 21, 32, 22, , 
2022/6/24, , 14, 39, 15, , 
2022/6/25, , 6, 39, 9, , 
2022/6/26, , 9, 44, 26, , 
2022/6/27, , 17, 30, 14, , 
2022/6/28, , 15, 33, 21, , 
2022/6/29, , 18, 41, 17, , 
2022/6/30, , 17, 34, 26, , 
2022/1/3, , 10, 24, 19, , 
2022/1/4, , 8, 27, 17, , 
2022/1/5, , 8, 21, 15, , 
2022/1/6, , 11, 20, 25, , 
2022/1/7, , 15, 25, 19, , 
2022/1/8, , 9, 28, 16, , 
2022/1/9, , 8, 15, 24, , 
2022/1/10, , 24, 16, 18, , 
2022/1/11, , 21, 12, 22, , 
2022/1/12, , 33, 4, 24, , 
2022/1/13, , 39, 8, 33, , 
2022/1/14, , 34, 7, 23, , 
2022/1/15, , 27, 18, 19, , 
2022/1/16, , 25, 22, 22, , 
2022/1/17, , 24, 20, 21, , 
2022/1/18, , 23, 24, 24, , 
2022/1/19, , 30, 25, 20, , 
2022/1/20, , 12, 24, 24, , 
2022/1/21, , 21, 26, 19, , 
2022/1/22, , 16, 14, 20, , 
2022/1/23, , 17, 10, 22, , 
2022/1/24, , 21, 5, 23, , 
2022/1/25, , 37, 8, 24, , 
2022/1/26, , 45, 22, 26, , 
2022/1/27, , 39, 22, 26, , 
2022/1/28, , 12, 25, 20, , 
2022/1/29, , 19, 27, 14, , 
2022/1/30, , 14, 25, 19, , 
2022/1/31, , 14, 28, 17, , 
2022/2/1, , 9, 26, 22, , 
2022/2/2, , 16, 16, 26, , 
2022/2/3, , 17, 27, 26, , 
2022/2/4, , 26, 29, 23, , 
2022/2/5, , 14, 34, 7, , 
2022/2/6, , 8, 30, 20, , 
2022/2/7, , 15, 26, 28, , 
2022/2/8, , 23, 21, 35, , 
2022/2/9, , 34, 31, 33, , 
2022/2/10, , 33, 25, 26, , 
2022/2/11, , 21, 25, 19, , 
2022/2/12, , 15, 33, 25, , 
2022/2/13, , 12, 21, 29, , 
2022/2/14, , 23, 21, 27, , 
2022/2/15, , 15, 28, 19, , 
2022/2/16, , 11, 32, 13, , 
2022/2/17, , 13, 33, 22, , 
2022/2/18, , 20, 31, 16, , 
2022/2/19, , 12, 30, 9, , 
2022/2/20, , 7, 32, 12, , 
2022/2/21, , 8, 27, 18, , 
2022/2/22, , 14, 31, 23, , 
2022/2/23, , 15, 29, 27, , 
2022/2/24, , 18, 28, 22, , 
2022/2/25, , 15, 30, 18, , 
2022/2/26, , 16, 30, 10, , 
2022/2/27, , 15, 28, 19, , 
2022/2/28, , 21, 25, 17, , 
2022/3/1, , 16, 13, 32, , 
2022/3/2, , 35, 26, 33, , 
2022/3/3, , 37, 32, 18, , 
2022/3/4, , 27, 28, 12, , 
2022/3/5, , 19, 29, 10, , 
2022/3/6, , 15, 26, 13, , 
2022/3/7, , 21, 31, 15, , 
2022/3/8, , 17, 28, 28, , 
2022/3/9, , 20, 34, 22, , 
2022/3/10, , 23, 28, 11, , 
2022/3/11, , 20, 28, 18, , 
2022/3/12, , 21, 33, 21, , 
